ICEES_Asthma_Instance_API_-_production	https://icees.renci.org:16342/meta_knowledge_graph	biolink:has_real_world_evidence_of_association_with
ICEES_Asthma_Instance_API_-_production	https://icees.renci.org:16342/meta_knowledge_graph	biolink:correlated_with
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:in_taxon
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:overlaps
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:process_regulates_process
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:affects
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:regulates
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:type
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:has_attribute
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:part_of
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:caused_by
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:related_to
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:subclass_of
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:has_part
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:participates_in
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:temporally_related_to
Ontology-KP_API	https://stars-app.renci.org/sparql-kp/meta_knowledge_graph	biolink:precedes
ICEES_DILI_Instance_API	https://icees.renci.org:16341/meta_knowledge_graph	biolink:has_real_world_evidence_of_association_with
ICEES_DILI_Instance_API	https://icees.renci.org:16341/meta_knowledge_graph	biolink:correlated_with
ICEES_DILI_Instance_API_-_production	https://icees.renci.org:16343/meta_knowledge_graph	biolink:has_real_world_evidence_of_association_with
ICEES_DILI_Instance_API_-_production	https://icees.renci.org:16343/meta_knowledge_graph	biolink:correlated_with
ICEES_Asthma_Instance_API	https://icees.renci.org:16339/meta_knowledge_graph	biolink:has_real_world_evidence_of_association_with
ICEES_Asthma_Instance_API	https://icees.renci.org:16339/meta_knowledge_graph	biolink:correlated_with
Automat_Chemical_normalization_(trapi_v-1.2.0)	https://automat.renci.org/chemical-normalization/1.2/meta_knowledge_graph	biolink:similar_to
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:condition_associated_with_gene
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_positively_regulates_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:phenotype_of
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_regulates_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:expressed_in
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:causes
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:superclass_of
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_regulated_by_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:similar_to
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:gene_associated_with_condition
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:part_of
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:expresses
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_negatively_regulates_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:has_phenotype
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:correlated_with
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:treated_by
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:subclass_of
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_positively_regulated_by_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:molecularly_interacts_with
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:caused_by
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:ameliorates
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:entity_negatively_regulated_by_entity
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:treats
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:related_to
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:genetically_interacts_with
Automat_Hetio_(trapi_v-1.2.0)	https://automat.renci.org/hetio/1.2/meta_knowledge_graph	biolink:has_part
Automat_Biolink_(trapi_v-1.2.0)	https://automat.renci.org/biolink/1.2/meta_knowledge_graph	biolink:contribution_from
